entry,text,tagger,policy
5297,"I tried to open an account with XXXX XXXX XXXX XXXX, XXXX XXXX XXXX both were declined due to a debt with another bank. Early Warning Service LLC is positing incorrect information in a consumer reporting agency. Avoiding me to open an account and job opportunities.   ",agosnell@purdue.edu,0
5302,"On XXXX XXXX I transferred {$1200.00} from my First Merit savings account to my First Merit checking account to cover a purchase I would make later that day. I made the transfer at a First Merit ATM during regular business hours. The purchase was made and approved less than XXXX minutes later ( the bank is a block from the retailer ). On XXXX XXXX my online statement reflected these transactions but with the statement incorrectly reflecting that the purchase had occurred prior to the transfer of funds necessary to cover the purchase. Although my online balance reflected a negative balance associated with the purchase, no overdraft charge was reflected, my overall balance was in the black, and the actual transfer was additionally reflected in a separate statement section marked  pending '' ... '' Hold ''. On XXXX XXXX my online balance reflected XXXX separate {$35.00} overdraft charges ( {$170.00} ) as a direct result of the bank 's failure to recognize that the transfer of funds preceded the purchase that, according to my statement, caused the overdraft. Per bank policy, I was required to personally visit my home branch to seek management correction of the bank 's error. I did just that on XXXX XXXX. There I was informed that, despite the fact that my records reflect that at no time was my checking account lacking sufficient funds to cover the purchase, by transacting my money transfer at the bank 's ATM ( as opposed to in-person or online ), I had inadvertently - based upon their policy and practice - in fact made the transfer ( for their accounting purposes ) on XXXX XXXX ... not XXXX XXXX as their time-stamped receipt reflects. I was further informed that, despite the transfer occurring during normal business hours, they had already  balanced out '' that particular ATM for the XXXX XXXX business day. In fact, my time-stamped XXXX XXXX XXXX receipt of the transfer does ( further down ) identify the business day as XXXX XXXX ( a fiction both in reality and practice as the bank 's branch hours on XXXX XXXX continued until XXXX ). Finally I was informed by the branch manager that a call would be made on my behalf seeking a resolution. An hour later, the branch manager left me a voicemail cheerfully informing me that the bank had decided to  waive '' XXXX of the XXXX overdraft charges levied against my checking account. I attempt to return the call but was only able to leave a message stating that their  resolution '' offer of ONLY stealing {$70.00} from me instead of {$170.00} was unacceptable. The bank has, in their XXXX XXXX online statement, reflected the refund of {$100.00}. Other than taking the necessary steps to find and establish another banking institution for my banking needs, I am requesting that the CFPB investigate First Merit 's unethical and arbitrary abuse of depositors ' funds specifically regarding the transfer and/or  business day '' posting of funds between one FM account to another FM account. In my particular case, I am requesting that First Merit be required to refund all XXXX overdraft charges ( not just XXXX ) levied on my checking account. More importantly, I am hopeful that First Merit be required to 'cease and desist ' from continuing their apparent practice of 'posting ' credits and deposits/transfers in such a manner as to artificially create non-existent overdrafts.   ",liu1417@purdue.edu,0
5303,I now have a negative balance of over {$200.00} a check was posted to my account for {$86.00} Wells Fargo then decided to charge an overdraft fee for a {$7.00} debt which set in a charge of {$35.00} of which set my {$86.00} into a negative of which they charged a {$35.00} fee for that then they reversed my check of which set off yet another {$35.00} overdraft charge I am annoyed with these fraudulent charges and practices   ,zhan2016@purdue.edu,0
5308,"A year ago, my financial advisor of 25 years left Merrill Lynch and went to XXXX. He told me XXXX would not accept the transfer of my account because I resided in XXXX. Merrill kept the account and last month send me a letter saying they were closing it in 30 days ( actually 3 weeks from my receipt of the letter ). I sought an extension until XXXX XXXX and they concurred. The account includes my IRA, etc. I have spent the last month trying to find a bank where I could transfer the accounts. XXXX, XXXX XXXX, XXXX, etc. have all refused. I have no idea what to do with the IRA. I take minimum annual withdrawals. I am a US citizen, a retired senior XXXX. I vote in the US, pay US taxes and receive social security and a XXXX pension.   ",zhan1565@purdue.edu,0
5311,"I THINK YOUR BANK HERE IS DOING SOME FRADULENT TRANSACTIONS WITH MY ACCOUNT, FOR THE LAST TWO MONTH I HAVE HAD ALL OF MY XXXX SOCIALSECURITY CHECK TAKEN TO THE LAST PENNY.IM A WIDOW AND IM XXXX WITH XXXX, .THEY ARE LETTING XXXX RUN MY ACCOUNT SEVERAL TIME IN EACH MONTH SO THAT THEY WILL GET THE FEE PLUS XXXX WILL GET THEIR PYMT.IT ONLY ONCE A MONTH I PAY THEM AND I DIDNT AGREE FOR THEM TO TAKE IT OUT OF MY BANK ACCOUNT EACH MONTH.NOW THIS WILL BE 2 MONTH I HAVE HAD TO GO WITHOUT MEDICATION OR FOOD OR BILLS PAID.THEY ARE RIPPING PEOPLES OFF HERE THROUGH YOUR BANK AND IM NOT THE FIRST ONE .IM HAVING AN ATTRONEY SUE.I WANT MY ACCOUNT CLOSE WITH WELLS FARGO AND THEY SEEMS TO DONT WANT TO LET ME CLOSE OUT MY ACCOUNT.I HAVE OPEN AN ACCOUNT WITH ANOTHER BANK AND HAD IT CHANGE BY THE XXXX PEOPLES AND IT WERE NOT CHANGE THROUGH WELLS FARGO.THE GOVERMENT IS IN THIS WITH ME SO ARE FOLLOWERS OF THE SAME THINGS HAPPEN TO THEM.   ",zheng216@purdue.edu,0
5317,"I placed an order for furniture from XXXX XXXX XXXX ( Phone XXXX ). Chase Bank prevented me from using my bank card by setting daily limits. I then placed an order for furniture ( XXXX and XXXX ) with my Chase Bank account XXXX, Check # XXXX. The sales representative XXXX XXXX added a person 's name ( XXXX XXXX ) to the check instead of the furniture store 's name, then cashed the check. Needless to say, he has not delivered the furniture, and he no longer works for the store. I contacted Chase Bank and reported the fraudulent check, and they asked if I wrote it. I told them I wrote it but XXXX XXXX added the name. Chase refused to reverse the transaction despite my complaints. I then called Chase to get the name of the bank the check cleared through. Chase informed me they DO N'T KNOW what bank cleared the check, and DO N'T HAVE have any identity of the person who cashed the check. They refused to refund my money in the amount of {$2800.00}. I want a refund from Chase because not only do refuse to open a fraud case, but they neglected in processing the check. The check was not written to the correct party and Chase has no documented evidence of who cashed the check.   ",zhan1345@purdue.edu,0
5328,"On XXXX XXXX, 2015 I went to Citi Bank to cash a check that was draw on Citi Bank. The Teller ask for my identification, social Security Number and Job Title to cash a check. Just for clarification in order cash a check and you do not have a check is what because I do not have a checking account do that give them perimission inquiry into my personal life Social Security Number is PIV Confident Item.   ",dean24@purdue.edu,1
5329,XXXX XXXX we used bank card to pay for car repair {$280.00}. My husband was going to transfer from savings to checking but forgot. At the time we had {$1400.00} in savings and the accounts are joined together and we have overdraft protection. Well we were not notified and we kept using the card and for every transaction they charged us {$37.00}. We now have overdraft fees in the amount of {$1100.00}. This while time no one transfered the money from savings and the card was able to be used. We went in Sat XXXX XXXX to make a complaint to the manager and he said it was above what he could do and he would email his regional manager and call us on Tues. Well he never called and we found out that someone had authorized all of our savings {$1400.00} to be taken out and they too his paycheck of XXXX and some change to make our account a XXXX balance. Well I called Friday to find out why no one had gotten back with us and still no answer. We feel that we should pay the fees from our mistake but they should not have take all of our money to which we now can not pay car payments rent to our house and all other bills that are due tomorrow. My husband went back this morning and still nothing is being done. Please if you can help us that would be great. My husband researched and found that in XXXX other states 5/3 bank has lost cases due to insufficient fund issues.   ,wu467@purdue.edu,0
5330,"I use XXXX to download my monthly bank statement via web connect and import it into the program. I purchased the program in 2010 and have been billed by Citizens Bank {$9.00} every month since then without my consent or knowledge. The fee is not labeled on my Citizen 's statement and I thought it was a  phone '' use payment ( and is marked as such in my XXXX files XXXX. I finally called and visited the bank about this today to help me identify the source. The gentleman there called into the company and stated it was a quicken fee. I did a little research when I returned home and realized it is a bank fee for the online bill paying service. I do not use bill paying, only web connect, and never signed up for it anywhere. See the instructions Citizen published info on its website regarding signing up for this service. ( XXXX XXXX ) ( this is for pc but there is a similar one for XXXX XXXX. I then called into the number on that page and another person said I should be checking my monthly statement and he would reimburse me only two months.   ",li470@purdue.edu,1
5332,"I opened a new bank account with Citizens Bank on XXXX. I went to a branch on Saturday XXXX and deposited my check with the teller XXXX. XXXX told me I would have access to the funds on Tuesday XXXX, but woke up this morning to the check being placed on an extended hold. After calling the customer service line I was told to go to the depositing bank and that is what I did. I waiting from XXXX until XXXX for XXXX the branch manger. She told me it is not the responsiblity of the teller to advise me of the 5 business day hold and also that he is new. The responsiblity is the banker who opened my account.   ",krohn@purdue.edu,1
5335,Suntrust Bank has consistently reordered my transactions to charge me multiple NSF Fees. These small transactions were not showing as pending but as posted as early as 2 days before the charges were added. I had XXXX check outstanding and this was somehow placed before the other transactions so NSF fees could be charged.   ,li470@purdue.edu,0
5339,I have contacted Chase bank on an unauthorized withdraw from my bank card debit from XXXX XXXX on XXXX/XXXX/2015 for {$240.00} while it was still in-process. It went into full account a day later after telling Chase that it was not authorized. It has now been 9 days and still there is no credit to my account for this item. It clearly is in dispute. I need my funds to pay bills.   ,zhan1565@purdue.edu,0
5340,Citibank Lost my checking account and statements. I need 2 years XXXX XXXX ) of monthly statements and they assert the checking account does not exist and they can not find the account. this could result in a potential {$20000.00} tax liability XXXX and need to amend my tax returns but without that information I can not deduct my XXXX expenses.   ,wu467@purdue.edu,1
5341,"I have contacted Bank of America since I saw XXXX charges assessed to my account which i believe is not supposed to be charged. Unfortunately I have opened new business accounts and signed up for merchant services. Mystery personal has signed me up and thereon no further follow ups nor resolution to my issue was provided by the merchant rep. Device was broken and its almost the XXXX month and yet i do not have the device. At customer service they fail to professionally treat me, matter and fact, they laugh and make derogatory comments. Appropriate proof will be provided upon request.   ",dai77@purdue.edu,0
5344,"I tried to open a online savings bank account with Ally Bank with my Individual Taxpayer identification Number and after a phone call follow up i was asked for a image of my social security card. I informed the customer representative that I did not have a social security card, that all i had was my Individual Taxpayer Identification number and she proceeded to inform me that it was not possible to to open my savings bank account with only my Individual Taxpayer Identification number.   ",zhan1345@purdue.edu,0
5349,I went to cash in my investment accounts at pnc. they gave me the run around. they first put me on the phone with someone who said it would take weeks and they would charge me commission. I decided to transfer it to my bank and they did not bother to tell me i had to go through them to do that not my bank. is commission legal after a XXXX year account?   ,krohn@purdue.edu,1
5351,"Capital One is changing my bank account without my permission. They are changing it so that I no longer receive rewards. I used this bank for everything, and now I have to go through the hassle of moving all my money elsewhere. This is not acceptable. They should not be able to just force you to change. I agreed to this account, not to some other account. They should have to pay me for the time it takes me to move to a new bank because of their horrendous customer service.   ",zheng216@purdue.edu,1
5353,"I have complained about M  T bank in the past. The prior complaint number they actually RESPONDED to was # XXXX that time, my complaint was they are not enough branches to service XXXX people XXXX XXXX XXXX XXXX who live in XXXX city. It was my understanding that banks should have branches in all neighborhoods, depending on both geography and racial mix. M  T is an utter failure in this regard.  To recap. In 2013, they closed the XXXX branch, located in Shoppers market. Shoppers had another bank, which M  T bought XXXX XXXX XXXX and within a year, they promptly closed every market branch.  This week, we went to OUR closest branch XXXX XXXX XXXX XXXX that is accessible by car, but not by a viable bus line. That branch was closed with no warning, no signs posted, just the sign saying the branch had moved to the XXXX Road. Let me point out that location is XXXX block from the XXXX XXXX line and another branch is located XXXX, on the same street, less than XXXX miles away.  They have also closed the XXXX branch ( all XXXX neighborhood ).  NO ATM 's have been added in our neighborhoods that accept check deposits, in spite of their lies to the contrary back in XXXX 2013.  I am XXXX years old, my mom is XXXX. Neither of us drive, so for them to blithely point to XXXXneighborhoods where we can do our banking is just not acceptable. Those banks are all readily accessible within a XXXX 15 minute car ride - but why do we have to leave OUR neighborhoods to find a branch? Why do we need to get a RIDE to access our bank? If you can ask them these questions, I would like to see the lies they come up with this time.  I do n't care if they sponsored the stadium. What I want is not to spend XXXX or more HOURS to get to the bank to deposit a check.  Thank you.   ",krohn@purdue.edu,1
5358,"So they are back at it!!! I spoke with a employee at my sons bank to understand how my son cashed a check I wrote to him could be presented on XXXX XXXX when I clearly gave him the check Saturday XXXX XXXX,2015 I saw the copy and realized I dated the check incorrect I thought Saturday was XXXX XXXX instead of XXXX XXXX ... Wells Fargo saw the date on the check and hit me with a {$35.00} overdraft fee!! The check was cashed on XXXX XXXX!! The funds were avalible on XXXX XXXX!!! I am disgusted with these sneaky tactics!!! And when I tried to click on the check image the Well Fargo site wo n't allow me to view the image   ",jdenhar@purdue.edu,0
5360,"I am so frustrated right now. I only get paid XXXX and believe me, it 's not a lot. On my XXXX check I made a payment for my nephew thinking that I was okay. I forgot that I had sent out some packages through XXXX. Well I ended up going overdrawn, not by a lot. Well XXXX tried to do these small charges ( {$2.00} - {$3.00} ) several times and I did n't have enough in my account. Well they were trying every couple of days and the bank was charging me {$35.00} for every XXXX. When I checked my balance Saturday it was {$1200.00} overdrawn, I was flabbergasted. So I added up the charges and it came to {$1200.00}, so that means that I was {$8.00} overdrawn. I 've been on the phone so many times and after talking to several different people they credited me {$250.00} so they could get it under {$1000.00}. I understand that I was overdrawn and should be penalized but the charges seem a little absurd. I do n't know if you can do anything for me, but I am on Social Security and I really ca n't afford it. Thank you for your time.    Sent from XXXX XXXX XXXX XXXX   ",xie188@purdue.edu,0
5363,Paypal.com signed me up for a  PayPal Credit '' account without my authorization for a credit check or establishing a new credit account.   ,li470@purdue.edu,0
5369,"On XXXX XXXX 2015 I called Santander bank and received information about opening a checking and savings account. They told me to come into the bank and I could open an account the same day. I brought all my necessary documents and filled out the paper they provided me with. They asked me if I wanted to make a deposit to my new account and in turn I gave {$130.00} cash. After taking my money I was then given a receipt with a business card stapled to it and told to call tomorrow to receive an account number.  I was stunned by this because I was hoping to receive my account information that same day. I was also confused as to where my money would be going if there was no account information provided? I just went along with it because I had never done banking with this bank before and I was unaware of their practices.   Today I called the business card stapled to my receipt as I was told to do and I was then told to call back in a couple hours, that the branch manager was working on my account. I got frustrated and called Santander customer service and they informed me that it was not standard practice to take a customers money without providing them with an account number. They also said the branch manager would contact me but i requested to be transferred. When speaking to the branch manager I was told I could not be allowed an account and she provided me with no reasons. I was very confused by this. The branch manager was beyond rude even raising her voice at me. Aside from that I was just frustrated that she was asking me to come and pick up the money. I told her I was moving today and she said with an attitude well we will just mail you a check.  My compliant is really about them taking the money in the first place. I 'm a social worker so I do n't know about the rules and regulations that banks need to adhere to, but I believe they should n't be able to take someones money without first approving the account and also providing that customer with an account number.  I work really hard for the modest salary I 'm paid and now because I 'm moving and ca n't make it back to that branch I 'll have to wait for check to be mailed to me.   I 've never in my life had to file a complaint but I am willing to do this today in hopes that it will not happen to someone else.   ",tdeters@purdue.edu,1
5371,Someone is in the process of stealing {$900.00} from my checking account from ACH XXXX XXXX Card. Bank of America told me because the payment is still processing there is nothing they can do until the payment posts to my account. Which is 3 to 5 business days. So my account is over drawn {$350.00} until the payment posts!!!!!! Then I can finally make a claim. They wo n't even start the process until the money is actually stolen instead of stopping it before it is gone. This does n't make any sense to me!   ,krohn@purdue.edu,0
5374,"When I was XXXX I set up a student XXXX PNC Checking and Savings Account. I was told I would never be charged a fee for this service since I am a student. Last XXXX PNC upgraded my account and changed the terms and conditions of my account without telling me or having me sign anything. I called and they said they sent me something in the mail and that 's all the notification I needed for my account upgrade. They never did anything besides sending this letter, which I never received because I 'm at school, I was never asked to sign anything to agree to the new charges and terms and conditions to my account. I was charged {$15.00} a month for an account that I never signed up for. PNC admitted it was a mistake for my account to be upgraded and said they would only reimburse me for XXXX of the XXXX+ months I was charged for having below a {$1500.00} minimum. I have never had more than {$2000.00} in my account at a time. PNC admitted it was a mistake and refuses to reimburse me for this fraud. They lied to me and waived my account terms and conditions as a student without my direct knowledge.   ",cthieme@purdue.edu,0
5376,"My home was damaged by fire in XXXX 2013, a claim was submitted to XXXX XXXX XXXX XXXX by Ocwen Loan Servicing, my mortgage company. The total amount approved by XXXX XXXX to cover the cost of the damages was {$150000.00} of which {$14000.00} was held back, and is still being held by XXXX XXXX as recoverable depreciation. Of the {$130000.00} that was disbursed to Ocwen, only {$100000.00} was paid toward the required repairs to my home. I have been trying to get Ocwen to release the remainder of the funds to enable me to complete repairs on my home, but to no avail, they are stating that all monies paid to them by the insurance company has been disbursed for repairs to the property. I even tried speaking with XXXX XXXX about releasing the recoverable depreciation to assist me in completing the repairs, but I am getting nowhere. I am currently paying the mortgage on the property that is not habitable. The other issue I am facing is that, in spite of the fact that the house repairs are incomplete, Ocwen is claiming that they have been sending inspectors to the property to appraise the progress of the repairs, and they have subsequently received a work complete report from their inspector, whose name remains a mystery.  On another matter, I would appreciate if you would look into the work ethics of XXXX XXXX XXXX, also known as XXXX XXXX XXXX, they are the contractors whom I hired to do the repairs on my home, but they decided to take the insurance funds and not do the required work, incidentally, this was what drew my attention to the fact that Ocwen was withholding insurance funds. XXXX XXXX. XXXX XXXX, accepted and cashed checks by forging my signature.   ",cthieme@purdue.edu,0
5378,i had an acocunt with PNC some years ago. this account had disputed charges. many ovr draft fees were assessed to the account. i would like to pay ONLY what is owed and my legitimate charges. i would like an itemized list of charges and overdraft fees need to be delted. im a single mother and i dont have much money. i really want to fix my account with XXXX and PNC never fully resolved account issues before closing the account and assessing unfair fees   ,agosnell@purdue.edu,0
5380,"Bank of America contacted me and advised that my Checking Debit Card had been compromised so they were canceling and reissuing another. I phoned them to ask for more imformation, they said that they did not have any information to share, and I told them that I wanted to know what the breach was and when. I was advised that sometimes they are just notified by XXXX Law Enforcement of the breach, but the bank doesnt know why they just cancel the card, this is not acceptable by me.   I believe that I have the right to know exactly what happened and more detail, its my account and they should be able to inform me ...   ",zhan2016@purdue.edu,0
5384,"I made a purchase of a cashier 's check from my bank account on Chase by XXXX/XXXX/2015 to pay my move in fees in a new apartment located at XXXX. The amount debited from my account was US {$6400.00} and the check number was XXXX. On the other hand, last friday XXXX/XXXX/2015, I received a 30 days notice to vacate the premisses because the landlord told the check was fraudulent. I went to speak with the representant by the lease office and she told me the amount on the check was different than the amount generated. I went to Chase and the banker told me a problem happened and would take up to 10 business days to send the money back to my account. This is unreal and now not only my reputation but my integrity are burned in the building I just moved. By the lease office, the lady told me they could n't even deposit the check. I need a solution ASAP.   ",wu467@purdue.edu,0
5387,"This is a formal notice of dispute regarding information that Bank of America sent to XXXX, a consumer reporting agency.   The following false information was sent to XXXX : XXXX XXXX, 2014 Suspected Fraud ActivityThis information was disputed with XXXX on XXXX of 2014 ; however, Bank of America verified the information as accurate. This falsely reported information damages my financial reputation and should be removed immediately.  Bank of America report account suspected fraud when in fact, no fraud took place. There was no illegal activity on the account.   Bank of America did not experience any financial loss and no money is owed on this account. There was no violation of the account agreement that governed the account.   Under my rights under the Fair and Accurate Credit Transactions Act, I am asking for an investigation of this reported information, and removal of the false information reported to XXXX.   ",liu1417@purdue.edu,1
5388,"On XXXX I sold XXXX XXXX to a buyer on XXXX for XXXX.  I received a receipt for the Bank of America deposit via the website. I could see that the deposit was made in cash. I sent the coins to the buyer thinking that everything looked okay.  The next day on XXXX, there was withdrawal on my checking account of XXXX. I called Bank of America the same day.and filed a fraud claim.I called back the next day and they said that not enough time has passed and that they are still investigating what happened. I finally received a call today, XXXX from the Bank of America fraud department and they said that someone else filed a fraud claim on the XXXX and they are holding the money while they investigate. They said that I may be liable for fhe fraud because someone had my checking account number. I explained to them that the checking account number is printed on every check i have written from Bank of America and that the information is not that private. They said it had nothing to do with checks, I guess they did not understand the point I was trying to make.The bank also said that I should file a police report with my local department. This crime occurred in another state, Washington so the police would no power there. I feel that I am being treated unfairly and the money I received in cash to my account for coins that I purchased for about XXXX is being held by Bank of America and is in jeopardy of being distributed to another party which is not right or fair at all.   ",zheng216@purdue.edu,0
5398,"HERE IS THE FIRST EMAIL I SENTGood Morning XX/XX/2015 re stop payment removalOr it was until this happened! @!!!!!!!!  I put a stop payment on a payment I had made to XXXX that cost me {$31.00}. ... I now have to pay a late fee because when I went to pay XXXX online it did n't work. I was not told that it takes 2 business days to remove it. I called the so called Customer Service Dept. and what he said floored me.,  I am sorry but there is nowhere in the script that says to tell you about the 2 days it takes for it to be removed. The supervisor XXXX XXXX told me that.. I said  does n't that sound ridiculous '' ... The XXXX answer was  that 's what it says '' Now if I do not get that {$31.00} removed and that script is not changed I am going to write to the Banking Commision as this is ludicrous ... also my daughter is an XXXX and I know she would love this story ...  XXXX EMAIL XXXX.XXXX.2015Since this email below that I have not received a response to now I am having a hard time believing that no one can help me release a stop payment ... What in the world has to happen behind the scenes to get a release down. Sounds to me like the airline co. that charge you to flip a switch which made the judge pretty mad.  so now my XXXX payment will be 6 days late because first no one let me know when I set up a stop payment that it takes 2 Business Days to release it ... First ludicrous statementand XXXX I release it XXXX Wed XXXX XXXX and now I find out it wont be released until Mon XXXX XXXX ...  SO SINCE NO ONE IN THIS CO. IS WILLING TO EVEN ANSWER ME i AM NOW GOING TO THE BANKING COMMISSION AS WELL AS XXXX XXXX TO EXPOSE THE RIDICULOUS BANKING RULES THAT PROBABLE ONLY APPLY TO CUSTOMERS WHO RUN YOUR BUSINESS AND NOT THE PEOPLE THAT WORK THERE.\   ",cthieme@purdue.edu,1
5403,"We live in NY State. We were flooded by Hurricane XXXX and XXXX. Flood Insurance Money that came to us was withheld by HSBC Bank until we did repairs. It was about {$12000.00}. We believe some interest was paid on that amount to our account. Shortly thereafter, another {$40000.00} was given to us from Hurricane XXXX, and the Bank also withheld that money pending repairs to our home. On XXXX XXXX, 2013, HSBC transferred their Mortgage Services to XXXX XXXX XXXX. They are holding appx {$52000.00} Flood Insurance Money in their Bank pending our signing a reconstruction contract with a builder, which has not yet occurred. When our {$52000.00} was transferred to XXXX, there were no written receipt sent to us attesting to the fact that they had that money in our account. I made numerous phone calls to XXXX XXXX, asking for something in writing to prove that our money, in that amount, was being held by them. After all, if their computers went down, how could we prove that they had our {$52000.00}. If I put XXXX cents into a savings account, I get a receipt. XXXX XXXX absolutely refused to provide us with a receipt on paper attesting to the fact that they were holding {$52000.00} of our money.  Also, they refused to say if they were paying us interest on that money. Apparently, there IS NO law in NY State requiring Banks to pay interest on Flood Insurance Money being held by Banks. WHY, I DO NOT KNOW. I AM SURE THE BANK IS MAKING MONEY ON OUR {$52000.00}. Any money they make on Our money is ours. I am sure they are investing that money, and keeping it.   I wrote recently to the New York State Department of Financial Services about these XXXX issues. They forwarded a complaint to XXXX XXXX. I received a letter from XXXX XXXX supposedly in answer to my complaint. They did put in writing, in that letter, that they were holding {$52000.00} of our Flood Insurance Money. So finally, the State Agency got that in writing for us after two years. However, XXXX XXXX stonewalled on the issue of interest due us on that money. They filled half of the letter with an answer to an issue that I did not raise, and that was the issue of them releasing our Flood Insurance Money to us. I did not ask them to release any funds yet. They made it appear that they were answering my complaint, but they answered a question that they made up, not my real question.  Finally, they did not address the issue of whether we were due interest, and if not, why. They stated this :  Additionally, we recognize XXXX XXXX 's and XXXX XXXX 's concerns over the interest earned on the escrow funds. With the final disbursement of the insurance funds, any interest earned will be released with the draw.  We realize that no interest has been paid on these escrow funds, because the bank would have issued us a XXXX form.  We believe this is not fair. There may be as many as XXXX homeowners in New York State with banks holding Flood Insurance funds. They are, we feel strongly, profiting from all of these funds which are not theirs. Why are the Banks allowed to cheat us in this way?   ",tdeters@purdue.edu,1
5406,"I had deposited a paycheck as I usually do into an ATM for about XXXX $ on XXXX/XXXX/2015 at about XXXX and checked my balance, where it clearly stated XXXX $ was available immediately for the account and more was being cleared by the bank as usual. Later on I went and purchased something small for XXXX $ a little bit later on XXXX/XXXX/2015 at about XXXX but today I went to check my account balance and noticed a XXXX $ overdraft fee. This is unfair as there is nothing stated on the screen regarding that I would be charged a XXXX $ bank fee.   Im not a banker, I dont know every single tiny little detail loophole etc especially when I am not informed.   ",krohn@purdue.edu,0
5410,"On XXXX XXXX, 2015, a friend of mine in XXXX wired me USD {$500.00} from his bank, XXXX, in XXXX. Only {$470.00} was posted to my account at XXXX XXXX XXXX XXXX XXXX. He paid the wire transfer fee separately. On XXXX XXXX, 2015, he wired another USD {$500.00}, once again paying the wire transfer fee separately. Once again, only {$470.00} was posted to my account. I called XXXX XXXX, and they said that {$470.00} was all that they got.  I contacted XXXX in XXXX via email, and they said that they sent USD {$500.00}, and that the Federal Reserve took out a fee of {$25.00} for transmitting the wire to my bank. I contacted the Federal Reserve, and they said that the XXXX XXXX XXXX 2015 fee schedule is {$0.00} for transfers up to {$14000.00}.  Whenever I have received wires before from overseas, I have never had any fee charged. {$25.00} is not a large amount, but something may be going on that affects more than me. Somebody is taking out {$25.00}. I am getting no place in determining who this might be, and would appreciate your help in this matter.  Thank you for all the great work that you do. Every American is proud of you and grateful for what you do. Keep it up   ",dean24@purdue.edu,0
5411,"I started receiving correspondence from the bank in XXXX 2015 stating that I had overdraft fees. I immediately opened my bank statements online to find out what was happening. I noticed that I had charges from XXXX and XXXX XXXX. I contacted the bank and told them the charges were not authorized and that I did not understand why I was being charged overdraft fees from them for unauthorized charges. They told me to contact the companies and see if I could have the charges reverted back to my account. I was informed that if the companies refunded the charges the overdraft fees would be refunded to my account. On XXXX XXXX and XXXX XXXX XXXX XXXX and XXXX refunded most of the charges. Today I called my bank to have the non sufficient fund charges refunded to my account and was placed on hold several times with the ending result being informed I would have to receive a return call. When the agent, XXXX, returned my call she said she had spoken with her supervisor who informed her to tell me that they would not refund the insufficient overdraft fees because the company had refunded the charges. I do not see how this is fair since this was not my fault. I followed the procedures that I was given my the agent in XX/XX/XXXX. The companies did reimburse. The bank is the one who allowed the charges even though I did not authorize the charges.   ",zhan2016@purdue.edu,0
5416,"On XXXX XXXX, XXXX, USAA FEDERAL SAVINGS BANK, wrote to exercise its option to close Checking Account XXXX registered in the name of XXXX XXXX XXXX . USAA had changed my ownership registration of the account in XXXX XXXX for the vague reason that I did not qualify as the registered owner of a USAA account. They printed new checks showing the new registration. However their letter was addressed to me, not XXXX XXXX ( see attached ).   Neither XXXX XXXX nor I owed USAA money. We were not insured by USAA Our Credit Cards had a zero balance and continued in good standing. On closing the account, USAA confiscated the funds in XXXX XXXX 's accounts which had a combined balance over {$900.00}, citing their Deposit Agreement as authority to close accounts and offset funds on deposit. There was nothing to offset. Where did the money go?   Phone calls to USAA for an explanation for confiscation of XXXX XXXX 's funds were met with obfuscation and prevarication : in XXXX call I was told that XXXX XXXX 's account was closed because of an issue with their Property and Casualty Department. When XXXX XXXX called for clarification, she was told the bank accounts were closed by the Credit Card Division. To avoid misunderstandings, it became clear we had to avoid telephoning USAA and instead document our contacts and their response using XXXX, XXXX, and XXXX letters as a legal necessity.   I sent a XXXX letter to USAAXXXX on XXXX XXXX and a Certified follow-up on XXXX XXXX pointing out that the accounts were registered to XXXX XXXX not me. XXXX/USAA did not reply.   To get a USAA response, XXXX XXXX was obliged to file a complaint ( Case XXXX ) about USAA with the Consumer Financial Protection Bureau on XXXX XXXX, XXXX. Via the CFPB, USAA replied :  XXXX checks, {$160.00} and {$800.00}, made payable you and to XXXX XXXX had been mailed on XXXX XXXX, XXXX. '' XXXX XXXX challenged USAA 's infallibility and asked for proof/substantiation that a check had in fact been issued and mailed ; had it been cashed? A copy of her response was also directly XXXX XXXX to USAA. USAA received the letter but did not did not reply.   It appears that USAA kept the {$900.00} + without explanation, asking us to believe that  the check is in the mail. '' Equally troubling, USAA deleted the checking and savings accounts from their web site.   USAA has had at least 8 months to research their response : Where is the money?   ",lo31@purdue.edu,1
